ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
24723,2020,Greece,0903XTR,25.098,1012.7,89.468,4.0447,20.141,1057.8,549.89,108.73,10.545,45.365
24724,2018,Portugal,0903XTR,5.6708,1016.1,79.233,2.5353,21.238,1032.3,539.92,108.29,10.461,91.051
24725,2020,Poland,0903XTR,15.891,1004.9,96.752,3.5611,27.336,1092.7,546.64,140.94,12.422,-
24726,2018,Netherlands,0903XTR,8.1321,1022.7,47.117,3.062,23.445,1075.6,549.86,131.37,11.631,75.994
24727,2019,Austria,0903XTR,19.639,1007.5,99.974,4.9052,30.883,1099.9,542.96,151.18,13.332,-
24728,2018,Finland,0903XTR,9.132,1029.4,73.236,3.2612,23.081,1074.0,550.09,129.84,11.581,66.769
24729,2021,Spain,0903XTR,17.081,1012.7,89.77,3.8119,22.953,1075.9,549.94,125.2,11.465,-
24730,2021,Romania,0903XTR,20.804,1012.9,90.094,4.3876,25.417,1077.3,542.1,130.52,12.035,62.883
24731,2021,Latvia,0903XTR,20.335,1012.5,92.554,3.5922,19.43,1055.1,550.11,108.33,10.377,-
24732,2019,Hungary,0903XTR,13.009,1014.3,85.547,3.5264,25.39,1079.2,550.05,135.05,11.941,63.96
24733,2019,Luxembourg,0903XTR,11.54,1018.6,88.886,4.4138,33.818,1099.9,535.07,161.9,13.948,-
24734,2018,Italy,0903XTR,32.307,1006.7,51.568,4.346,29.355,1099.9,547.6,145.32,13.029,53.333
24735,2021,Germany,0903XTR,6.4816,1011.1,91.201,5.562,33.154,1099.0,527.26,161.26,14.02,76.001
24736,2019,Sweden,0903XTR,24.542,1010.8,91.487,4.182,25.281,1079.8,550.02,128.9,11.948,49.558
24737,2022,Lithuania,0903XTR,14.526,1009.0,94.011,4.0255,24.251,1086.3,549.83,133.68,12.013,70.394
24738,2019,Latvia,0903XTR,28.208,1007.6,84.864,4.9686,29.262,1099.8,549.27,142.92,12.888,-
24739,2019,Bulgaria,0903XTR,18.13,1012.1,98.432,4.6428,30.427,1095.6,541.71,150.04,13.223,-
24740,2019,Finland,0903XTR,19.333,1007.1,93.573,3.7572,23.865,1071.9,549.96,126.65,11.606,-
24741,2021,Slovakia,0903XTR,28.003,1012.9,69.717,4.2199,26.254,1092.5,549.32,133.83,12.271,-
24742,2018,France,0903XTR,19.268,1014.7,84.6,3.8137,26.731,1084.4,546.5,136.96,12.351,52.193
24743,2022,France,0903XTR,9.5071,1007.2,90.796,4.3867,25.259,1090.7,549.01,139.62,12.239,82.444
24744,2019,Latvia,0903XTR,1.4491,1016.7,79.019,2.6456,23.276,1063.3,549.8,124.41,11.084,82.667
24745,2022,Poland,0903XTR,14.341,1018.8,88.657,3.9225,24.138,1087.0,550.03,133.71,11.891,-
24746,2020,Portugal,0903XTR,6.2945,1023.6,94.837,2.9377,23.498,1082.8,550.01,133.46,11.76,84.453
24747,2019,Croatia,0903XTR,26.236,1011.0,75.333,5.2687,30.159,1100.1,545.69,146.71,13.163,55.273
24748,2020,Slovakia,0903XTR,18.467,1014.4,87.737,3.3912,25.181,1089.4,550.22,134.4,12.007,-
24749,2021,Czech Republic,0903XTR,16.197,1010.8,82.34,4.3961,26.003,1090.2,547.24,138.2,12.318,-
24750,2019,Spain,0903XTR,25.651,1011.7,74.369,5.1065,27.534,1087.5,546.43,136.27,12.507,-
24751,2019,France,0903XTR,16.177,1013.7,75.267,3.9053,22.05,1063.5,549.91,120.07,11.216,-
24752,2019,Finland,0903XTR,12.846,1019.4,76.397,2.7381,24.102,1064.1,549.94,121.93,11.191,68.196
24753,2020,Latvia,0903XTR,17.704,1016.8,98.019,4.0605,31.486,1099.4,536.07,151.18,13.467,-
24754,2020,Lithuania,0903XTR,10.401,1020.3,92.115,3.0896,24.24,1084.9,549.97,133.49,11.896,66.756
24755,2020,Netherlands,0903XTR,13.888,1006.6,99.933,4.1902,32.008,1100.3,534.4,155.52,13.615,77.861
24756,2021,Finland,0903XTR,22.084,1012.1,55.447,4.4117,25.762,1092.9,550.28,135.64,12.295,73.423
24757,2022,Czech Republic,0903XTR,5.9497,1025.8,77.613,5.4185,33.297,1100.4,524.68,167.07,14.401,-
24758,2021,Hungary,0903XTR,11.452,1008.2,96.646,2.8868,24.004,1084.5,549.94,134.05,11.78,-
24759,2020,Estonia,0903XTR,28.549,1010.0,64.548,4.3157,25.833,1092.6,550.19,133.45,12.157,63.356
24760,2020,Lithuania,0903XTR,11.697,1009.4,99.244,2.5371,18.387,1042.0,545.86,104.73,10.128,-
24761,2021,Hungary,0903XTR,6.0532,1020.9,72.741,4.3556,24.117,1084.4,549.85,135.02,11.873,-
24762,2022,Republic of Cyprus,0903XTR,5.2595,1016.5,87.069,3.9484,23.462,1084.0,549.96,133.67,11.781,80.675
24763,2020,Ireland,0903XTR,14.857,1026.5,77.68,3.9354,31.581,1099.9,534.71,153.85,13.636,69.682
24764,2018,Latvia,0903XTR,17.251,1012.6,70.936,2.7001,23.103,1047.5,549.96,108.91,10.281,57.897
24765,2022,Spain,0903XTR,20.225,1013.4,86.012,3.9842,25.586,1091.8,550.3,134.67,12.161,63.843
24766,2020,Greece,0903XTR,29.424,1007.3,58.892,4.3645,26.371,1094.4,550.42,134.61,12.237,-
24767,2022,Ireland,0903XTR,18.744,1011.5,90.653,3.1585,19.932,1060.1,549.8,112.77,10.714,58.171
24768,2019,Austria,0903XTR,12.685,1019.4,85.03,3.3272,24.829,1076.2,549.91,132.99,11.901,-
24769,2021,Hungary,0903XTR,19.985,1011.9,94.66,3.5306,19.811,1057.2,550.19,110.81,10.504,-
24770,2020,Finland,0903XTR,27.083,1012.5,65.938,4.1661,25.985,1093.7,550.19,133.87,12.195,68.504
24771,2021,Portugal,0903XTR,25.073,1007.2,86.694,4.1786,25.894,1091.3,550.12,133.8,12.214,63.107
24772,2020,Spain,0903XTR,25.369,1012.4,88.352,5.1061,25.814,1091.9,550.11,133.54,12.208,-
24773,2019,Spain,0903XTR,16.287,998.07,72.749,3.6667,25.986,1080.0,550.28,135.32,12.029,-
24774,2018,Lithuania,0903XTR,28.644,1014.8,43.02,4.2465,29.834,1099.9,545.45,147.31,13.164,-
24775,2020,Hungary,0903XTR,13.932,1004.3,90.297,3.1497,24.208,1085.3,549.9,133.75,11.913,-
24776,2021,Romania,0903XTR,9.8002,1028.5,81.824,5.9149,33.438,1100.2,526.81,161.94,14.185,-
24777,2018,Bulgaria,0903XTR,13.689,1032.2,59.53,2.5997,18.221,1034.3,542.86,103.74,10.255,-
24778,2021,Slovenia,0903XTR,24.564,1010.1,84.161,4.25,26.091,1092.6,550.34,135.11,12.246,-
24779,2022,Slovakia,0903XTR,13.243,1022.3,64.669,5.2506,32.557,1100.1,528.67,160.26,14.043,-
24780,2020,Republic of Cyprus,0903XTR,13.821,1012.6,82.176,2.6711,18.726,1047.6,547.46,106.41,10.245,-
24781,2022,Spain,0903XTR,6.5053,1013.7,83.974,3.9508,23.041,1081.5,549.94,132.61,11.609,84.923
24782,2020,Malta,0903XTR,19.729,1025.3,63.312,4.094,32.053,1099.9,533.51,153.78,13.659,70.083
24783,2018,Hungary,0903XTR,18.763,1003.2,82.722,3.9308,28.077,1089.5,544.88,143.0,12.742,53.811
24784,2020,Slovenia,0903XTR,15.404,1017.9,82.073,4.0643,31.731,1099.8,534.18,154.16,13.621,-
24785,2020,Portugal,0903XTR,27.755,1013.2,58.174,4.5595,25.966,1093.5,549.84,133.86,12.293,-
24786,2019,Ireland,0903XTR,23.686,1011.9,66.104,3.8433,25.957,1084.1,550.04,133.87,12.053,61.937
24787,2021,Republic of Cyprus,0903XTR,19.158,1016.8,81.04,3.2092,27.207,1099.9,548.23,143.81,12.678,63.367
24788,2018,Spain,0903XTR,20.33,1012.9,62.91,2.8798,19.481,1049.8,549.91,109.48,10.428,-
24789,2021,Germany,0903XTR,19.646,1018.2,87.269,5.2445,25.304,1090.4,549.93,134.74,12.012,68.593
24790,2022,Denmark,0903XTR,33.37,1005.8,47.938,4.4594,29.764,1099.6,542.51,146.33,13.191,54.701
24791,2020,Portugal,0903XTR,21.111,1007.5,78.153,4.0255,31.144,1099.9,537.85,150.38,13.388,78.355
24792,2018,Finland,0903XTR,7.9964,1021.0,81.43,2.6064,22.873,1041.1,546.15,108.82,10.446,-
24793,2022,Italy,0903XTR,25.02,1006.9,81.19,4.0412,26.225,1094.0,550.01,134.94,12.328,-
24794,2022,Sweden,0903XTR,10.507,1024.0,81.082,5.4257,32.101,1099.6,530.38,159.08,13.935,60.38
24795,2022,Slovakia,0903XTR,14.013,1020.3,70.699,3.8284,24.258,1087.8,549.89,134.68,11.921,74.588
24796,2020,Hungary,0903XTR,10.012,1018.4,73.281,3.0844,23.469,1081.0,550.22,130.76,11.695,-
24797,2019,Luxembourg,0903XTR,6.8561,1021.3,87.797,3.4176,23.956,1073.0,549.99,130.98,11.755,64.961
24798,2020,Estonia,0903XTR,20.521,1001.5,81.171,3.3696,22.3,1071.9,549.94,121.61,11.226,-
24799,2021,Italy,0903XTR,21.089,1016.3,93.557,4.7285,26.812,1098.3,549.75,140.45,12.486,65.899
24800,2022,Slovenia,0903XTR,6.5393,1018.8,88.298,4.029,23.806,1085.2,550.17,133.63,11.736,82.232
24801,2018,Romania,0903XTR,24.802,1017.3,66.166,4.3796,30.89,1100.2,541.88,150.25,13.423,-
24802,2022,Germany,0903XTR,16.273,1010.4,82.349,3.5646,19.186,1055.4,550.01,110.72,10.413,73.362
24803,2022,Estonia,0903XTR,23.717,1012.1,86.566,3.5933,23.612,1080.1,550.08,125.61,11.627,-
24804,2021,Spain,0903XTR,14.189,1000.6,99.448,3.9748,32.167,1100.1,529.95,159.87,13.959,68.853
24805,2020,Greece,0903XTR,17.948,1022.2,88.085,3.4011,26.973,1097.6,549.23,140.79,12.483,-
24806,2018,Czech Republic,0903XTR,28.996,1016.3,33.369,4.3412,30.628,1100.1,542.59,150.98,13.377,50.457
24807,2019,Lithuania,0903XTR,15.001,1006.5,91.593,3.9688,27.16,1087.5,550.0,140.87,12.417,70.393
24808,2018,Lithuania,0903XTR,15.196,1012.3,86.402,3.3999,24.249,1078.1,549.77,131.83,11.835,-
24809,2020,Lithuania,0903XTR,17.557,1004.3,88.365,2.933,18.518,1049.0,549.94,105.12,10.12,-
24810,2020,Romania,0903XTR,14.302,1011.7,82.448,3.3677,24.575,1086.5,550.11,133.74,11.927,-
24811,2019,Estonia,0903XTR,24.98,1008.4,90.552,4.284,26.335,1084.5,549.48,132.72,12.111,52.728
24812,2022,Slovakia,0903XTR,30.838,1009.2,49.466,4.3153,29.154,1099.8,543.27,145.87,13.011,59.133
24813,2020,Czech Republic,0903XTR,20.931,1009.9,94.045,3.5348,22.045,1070.6,549.84,119.73,11.11,58.726
24814,2021,Malta,0903XTR,20.587,1012.8,88.89,4.1206,25.1,1089.2,549.88,133.72,12.034,-
24815,2019,France,0903XTR,30.661,1010.1,72.427,4.2707,25.911,1082.7,550.19,129.28,12.095,-
24816,2021,Spain,0903XTR,6.9507,1024.1,94.595,4.6369,20.213,1034.9,532.79,111.71,10.647,96.005
24817,2020,Malta,0903XTR,10.19,1014.9,99.139,2.7548,21.044,1056.6,543.75,117.47,10.947,-
24818,2021,Sweden,0903XTR,6.9409,1014.1,96.577,3.7483,32.266,1099.9,528.15,164.81,14.081,66.776
24819,2018,Croatia,0903XTR,4.2144,1025.1,79.445,4.1202,33.475,1099.9,530.73,165.57,14.214,-
24820,2018,Croatia,0903XTR,15.454,1000.3,81.992,3.2132,22.553,1067.2,549.88,123.93,11.274,54.084
24821,2020,Greece,0903XTR,26.656,1014.2,66.081,4.4702,26.128,1094.7,549.88,134.62,12.255,-
24822,2020,Finland,0903XTR,18.651,1010.0,82.668,3.4657,19.569,1056.4,550.04,110.05,10.396,59.654
24823,2021,Greece,0903XTR,23.074,1009.8,93.666,3.6524,20.286,1058.4,550.2,110.89,10.55,-
24824,2019,Latvia,0903XTR,28.265,1012.8,66.942,5.2678,30.098,1099.9,545.74,146.23,13.147,-
24825,2019,France,0903XTR,7.8708,1024.3,71.852,2.5036,20.999,1061.3,549.63,120.57,11.073,71.878
24826,2021,Poland,0903XTR,5.5429,1028.2,86.266,5.2589,29.178,1100.0,541.6,154.53,13.157,-
24827,2020,Malta,0903XTR,23.334,1006.8,98.751,3.9296,20.038,1057.6,550.06,109.35,10.529,47.935
24828,2018,Malta,0903XTR,27.57,1016.4,42.803,4.3351,30.767,1100.1,542.26,150.64,13.347,-
24829,2022,Republic of Cyprus,0903XTR,8.7192,1022.5,90.64,3.8745,22.927,1079.6,549.84,130.75,11.632,-
24830,2018,Republic of Cyprus,0903XTR,23.214,1015.3,57.87,3.715,26.335,1088.2,549.2,137.21,12.323,-
24831,2022,Italy,0903XTR,15.887,1018.9,82.678,5.5441,31.528,1099.8,532.26,155.75,13.715,62.273
24832,2021,Greece,0903XTR,20.788,1009.6,79.049,4.2322,25.608,1090.9,550.41,134.93,12.144,66.571
24833,2020,Estonia,0903XTR,17.956,1006.0,76.69,3.332,23.588,1080.6,549.78,128.35,11.691,-
24834,2021,Republic of Cyprus,0903XTR,9.2559,1027.9,53.603,5.864,33.379,1099.9,526.31,162.55,14.185,70.847
24835,2019,Malta,0903XTR,10.104,1023.4,68.843,2.7155,22.507,1069.7,549.75,126.81,11.395,66.538
24836,2020,Germany,0903XTR,24.854,1008.2,81.618,4.3198,25.362,1089.8,549.82,132.98,12.119,58.331
24837,2019,Sweden,0903XTR,22.41,1012.9,74.442,3.8788,20.586,1053.4,550.1,110.73,10.684,56.671
24838,2021,Greece,0903XTR,28.336,1008.6,72.405,4.1973,26.297,1093.1,550.11,134.01,12.367,-
24839,2020,Ireland,0903XTR,27.13,1005.6,65.75,4.4396,26.483,1095.4,550.1,136.06,12.258,-
24840,2021,Malta,0903XTR,17.048,1012.9,100.11,7.6106,25.204,1089.6,550.17,134.39,12.018,-
24841,2022,Netherlands,0903XTR,3.3018,1016.9,84.502,4.3844,25.86,1087.8,543.46,142.84,12.498,60.38
24842,2021,Ireland,0903XTR,11.048,1018.4,61.471,5.6946,32.293,1100.3,531.64,158.76,13.835,-
24843,2020,Germany,0903XTR,11.264,1013.8,84.123,3.0864,24.459,1086.4,549.65,135.01,11.95,-
24844,2019,Republic of Cyprus,0903XTR,7.8038,1021.3,82.72,3.9524,32.909,1100.2,533.03,162.81,14.037,59.215
24845,2022,Italy,0903XTR,20.591,1017.1,78.407,3.1756,19.983,1059.6,550.01,111.8,10.626,-
24846,2021,Sweden,0903XTR,10.501,1024.2,58.126,5.866,33.279,1100.2,528.11,160.79,14.062,67.111
24847,2018,Portugal,0903XTR,22.894,1008.2,53.927,3.6666,31.579,1093.5,549.99,141.08,12.524,-
24848,2021,Greece,0903XTR,23.119,1010.2,68.737,3.893,24.841,1086.8,550.38,131.24,11.854,65.087
24849,2018,Spain,0903XTR,29.312,1008.0,53.528,4.1901,29.014,1098.7,547.71,144.89,12.947,48.257
24850,2020,Germany,0903XTR,12.136,1008.3,89.226,4.1379,31.902,1100.0,533.98,156.06,13.64,-
24851,2020,Malta,0903XTR,13.635,1012.1,79.866,2.9732,22.877,1076.7,550.0,126.83,11.486,-
24852,2019,Sweden,0903XTR,27.142,1012.8,62.813,4.2352,26.448,1086.8,549.86,133.37,12.306,48.146
24853,2022,Sweden,0903XTR,6.1867,1012.3,91.762,4.0763,23.676,1084.7,549.82,133.68,11.823,86.078
24854,2022,Ireland,0903XTR,26.013,1009.9,50.111,3.8355,25.431,1091.2,550.02,134.25,12.259,69.713
24855,2019,Malta,0903XTR,8.2561,1018.1,86.485,3.5649,25.528,1078.6,548.5,136.72,12.063,62.667
24856,2019,Bulgaria,0903XTR,14.967,1023.2,85.937,3.6435,25.274,1079.6,550.05,133.65,11.955,-
24857,2018,Netherlands,0903XTR,19.212,1014.7,85.386,2.9242,19.593,1050.4,550.15,110.26,10.461,49.367
24858,2018,Germany,0903XTR,17.259,1016.5,73.101,3.0209,21.434,1061.8,550.03,119.42,11.059,56.996
24859,2020,Greece,0903XTR,23.745,1010.8,55.928,3.572,25.639,1091.2,549.59,133.8,12.187,72.077
24860,2020,France,0903XTR,14.114,1004.2,88.595,2.4871,18.968,1052.6,549.94,108.99,10.273,76.003
24861,2018,Romania,0903XTR,18.038,1012.3,75.757,3.8826,24.577,1080.5,549.7,132.11,11.918,48.01
24862,2019,Portugal,0903XTR,20.594,1026.0,77.93,4.1303,22.661,1067.7,549.97,120.84,11.384,59.748
24863,2019,Denmark,0903XTR,19.363,1008.1,81.917,3.7301,25.377,1080.9,549.94,133.73,11.991,60.308
24864,2018,Portugal,0903XTR,29.497,1011.0,58.59,4.4825,30.43,1100.0,543.35,148.38,13.323,52.212
24865,2020,Estonia,0903XTR,19.176,1009.8,79.708,3.0865,19.696,1056.6,549.91,110.25,10.508,-
24866,2021,Ireland,0903XTR,7.5611,1012.7,92.565,4.4092,22.029,1063.3,544.17,123.74,11.177,-
24867,2020,Bulgaria,0903XTR,13.68,1015.9,81.64,4.2585,32.548,1100.1,530.45,158.61,13.885,61.42
24868,2019,Lithuania,0903XTR,16.969,1009.1,97.692,4.0149,22.372,1063.6,549.98,120.05,11.123,58.152
24869,2018,Portugal,0903XTR,9.5609,1011.2,86.586,3.3587,23.667,1075.4,549.87,131.23,11.661,60.336
24870,2022,Luxembourg,0903XTR,12.296,1014.5,90.171,4.8295,26.823,1089.6,543.0,141.56,12.546,69.918
24871,2020,Denmark,0903XTR,17.742,1005.2,95.253,3.3408,25.506,1088.6,549.97,134.22,11.951,-
24872,2018,Greece,0903XTR,29.096,1011.4,61.609,4.0123,25.345,1083.0,549.89,130.95,12.145,-
24873,2022,Ireland,0903XTR,7.3096,1023.2,92.622,3.4727,19.738,1039.9,536.3,112.33,10.566,-
24874,2022,Croatia,0903XTR,24.47,1012.1,77.175,3.5971,23.469,1079.5,550.04,124.97,11.49,-
24875,2022,Belgium,0903XTR,11.795,1021.6,64.587,5.0601,32.265,1099.9,529.09,160.74,14.112,-
24876,2019,Denmark,0903XTR,7.8664,1020.7,77.716,2.8587,24.59,1082.5,550.09,137.4,11.938,70.839
24877,2018,Denmark,0903XTR,27.788,1005.8,57.303,2.8326,19.883,1050.0,550.0,108.24,10.506,-
24878,2018,Denmark,0903XTR,16.137,1019.5,71.357,3.6567,23.868,1077.4,550.38,130.46,11.782,53.643
24879,2022,Belgium,0903XTR,5.3294,1016.5,92.455,5.3054,35.271,1099.9,519.9,170.0,14.574,61.194
24880,2022,Finland,0903XTR,30.676,1010.8,61.401,4.4506,29.772,1099.8,541.23,146.07,13.166,55.146
24881,2022,Romania,0903XTR,11.162,1023.5,83.697,4.8088,33.026,1099.9,527.36,162.39,14.059,62.916
24882,2022,Germany,0903XTR,13.075,1022.6,76.299,5.1115,32.208,1100.4,530.08,158.43,14.014,-
24883,2022,Slovakia,0903XTR,22.342,1004.4,74.657,3.7342,25.283,1089.0,549.81,133.62,12.017,-
24884,2018,Estonia,0903XTR,16.127,1004.4,76.81,2.8198,18.846,1045.7,550.19,108.13,10.253,57.714
24885,2020,Sweden,0903XTR,12.815,1019.7,87.512,4.0278,32.687,1100.1,529.65,159.97,13.999,65.706
24886,2021,Austria,0903XTR,22.48,1009.1,64.795,4.4442,25.406,1089.8,550.38,133.43,12.083,66.198
24887,2018,Denmark,0903XTR,14.269,1016.4,61.825,4.0316,35.586,1100.0,536.91,156.84,13.797,-
24888,2022,Ireland,0903XTR,26.227,1015.1,62.725,3.7868,25.586,1091.9,549.93,133.8,12.239,63.883
24889,2020,Bulgaria,0903XTR,14.102,999.78,93.105,3.2514,24.724,1085.5,550.02,133.6,11.869,-
24890,2018,Denmark,0903XTR,16.253,1006.8,77.84,3.5629,25.329,1083.3,549.64,135.66,12.06,-
24891,2021,Lithuania,0903XTR,21.309,1011.1,100.05,4.6578,25.283,1089.9,549.61,133.87,12.083,-
24892,2018,Denmark,0903XTR,8.873,1014.7,87.169,3.0397,23.411,1069.7,549.42,128.27,11.393,-
24893,2019,Poland,0903XTR,19.958,1017.4,96.72,3.6178,22.783,1066.5,549.89,121.27,11.191,55.092
24894,2018,Croatia,0903XTR,26.877,1011.4,54.582,4.1622,29.677,1099.9,546.08,146.68,13.148,57.188
24895,2019,Finland,0903XTR,3.3408,1024.7,89.285,3.4312,24.632,1078.7,549.94,134.89,11.901,68.428
24896,2018,Italy,0903XTR,22.346,1007.5,72.433,3.8053,24.225,1077.4,550.37,128.63,11.824,-
24897,2020,Finland,0903XTR,27.133,1009.5,72.076,6.1201,30.191,1099.9,540.25,147.43,13.24,75.47
24898,2018,Ireland,0903XTR,28.162,1007.1,37.311,2.8994,20.177,1051.3,550.04,109.03,10.599,-
24899,2020,Romania,0903XTR,23.774,1007.7,74.812,3.4545,23.661,1078.6,549.87,124.84,11.476,64.252
24900,2018,Hungary,0903XTR,18.115,1016.3,79.36,4.2858,31.007,1100.1,540.8,153.21,13.483,50.595
24901,2018,Finland,0903XTR,13.869,1007.3,87.341,3.3957,23.971,1076.3,549.69,130.72,11.653,54.156
24902,2021,Spain,0903XTR,22.717,1014.6,73.255,5.1242,25.001,1088.1,550.19,131.74,12.107,68.637
24903,2020,Sweden,0903XTR,11.92,1018.9,77.951,4.2457,31.446,1099.9,534.21,155.68,13.584,-
24904,2021,Austria,0903XTR,3.2696,1012.3,79.547,3.9039,21.482,1070.0,549.15,122.34,11.225,-
24905,2020,Slovakia,0903XTR,29.251,1012.0,63.034,5.214,26.388,1094.7,550.29,133.59,12.376,-
24906,2021,Greece,0903XTR,12.905,1004.7,89.81,2.9679,24.313,1085.4,549.86,134.41,11.804,-
24907,2022,Netherlands,0903XTR,8.9929,1028.1,71.983,5.4711,33.15,1099.9,525.02,164.16,14.249,67.736
24908,2020,Lithuania,0903XTR,22.821,1005.5,61.935,3.7122,25.174,1088.4,550.17,132.49,12.079,-
24909,2018,Portugal,0903XTR,23.795,1008.3,50.649,3.2161,19.841,1050.4,550.4,108.84,10.495,49.826
24910,2019,Germany,0903XTR,27.163,1008.8,82.787,4.1125,24.992,1078.0,550.33,128.01,11.862,49.568
24911,2022,Estonia,0903XTR,18.621,1013.0,70.956,4.2929,24.741,1088.5,549.58,133.71,11.955,72.6
24912,2018,Lithuania,0903XTR,24.978,1013.2,77.266,4.3719,28.17,1092.3,546.0,140.98,12.791,-
24913,2018,Finland,0903XTR,10.497,1015.3,75.337,2.6072,20.574,1033.1,537.04,109.86,10.587,119.52
24914,2022,Portugal,0903XTR,24.419,1003.3,89.861,3.1725,20.395,1060.7,550.0,112.1,10.658,49.088
24915,2019,Ireland,0903XTR,5.7593,1021.7,76.718,3.4288,29.383,1085.3,535.55,150.56,13.154,67.447
24916,2019,Slovenia,0903XTR,19.884,1007.0,91.427,3.8523,25.088,1078.1,550.38,129.7,11.858,50.651
24917,2018,Czech Republic,0903XTR,15.538,1003.0,90.086,2.8543,20.482,1046.5,550.26,108.64,10.324,-
24918,2021,Netherlands,0903XTR,29.754,1010.0,66.856,4.2513,26.047,1092.3,549.96,132.87,12.177,58.679
24919,2022,Lithuania,0903XTR,24.925,1015.1,64.799,4.4367,30.76,1100.0,536.32,152.51,13.51,-
24920,2020,Germany,0903XTR,23.237,1009.5,77.474,4.1856,25.425,1091.0,550.33,134.33,12.173,63.319
24921,2019,Belgium,0903XTR,18.399,1003.6,99.565,3.553,21.819,1060.7,549.67,118.55,10.988,54.932
24922,2018,Poland,0903XTR,20.432,1015.5,61.707,3.6422,24.876,1081.1,549.34,132.45,11.984,-
24923,2018,Slovakia,0903XTR,9.3099,1018.7,76.423,3.1826,22.972,1072.9,550.16,129.26,11.621,-
24924,2019,Luxembourg,0903XTR,7.5293,1022.9,75.899,2.5403,21.585,1064.2,549.96,123.18,11.13,74.563
24925,2019,Germany,0903XTR,10.409,1023.2,100.05,3.7724,24.991,1077.4,550.01,134.18,11.811,-
24926,2018,Portugal,0903XTR,5.1538,1012.5,81.52,2.6458,18.891,1039.9,545.21,109.77,10.428,-
24927,2019,Belgium,0903XTR,9.6258,1023.8,99.187,4.3445,31.927,1086.5,532.66,153.96,13.512,88.008
24928,2019,Malta,0903XTR,31.172,1012.3,69.72,4.1784,24.167,1073.5,550.18,121.85,11.669,46.18
24929,2022,Spain,0903XTR,10.268,1017.2,85.177,2.8945,18.62,1054.3,549.54,110.37,10.396,-
24930,2022,Italy,0903XTR,12.194,1020.9,94.42,4.4716,24.056,1085.7,549.89,133.67,11.899,80.795
24931,2019,Republic of Cyprus,0903XTR,9.7002,1024.2,51.89,3.9809,35.98,1099.9,532.08,162.25,14.14,58.506
24932,2022,Poland,0903XTR,15.669,1012.1,74.142,3.593,24.887,1087.2,548.68,136.06,11.943,64.69
24933,2018,Romania,0903XTR,26.297,1018.4,45.338,4.3783,31.104,1100.0,540.49,152.03,13.456,-
24934,2019,Romania,0903XTR,29.453,1005.5,77.471,4.9847,28.731,1097.6,549.7,141.53,12.83,-
24935,2022,Italy,0903XTR,10.59,1028.9,78.183,3.7243,23.341,1083.9,549.97,132.37,11.8,-
24936,2018,Poland,0903XTR,3.1476,1017.8,75.664,3.2338,23.504,1075.7,550.11,130.8,11.78,-
24937,2020,Netherlands,0903XTR,10.157,1019.6,91.288,3.1637,24.403,1085.4,549.62,133.85,11.856,67.861
24938,2020,France,0903XTR,13.211,999.5,84.176,2.6388,19.081,1052.0,550.03,109.1,10.385,-
24939,2021,France,0903XTR,25.597,1011.3,71.424,4.2252,25.904,1092.6,550.38,134.17,12.211,63.573
24940,2020,Germany,0903XTR,13.714,1019.4,90.727,3.2555,24.886,1087.4,549.95,133.83,11.996,61.879
24941,2022,Slovakia,0903XTR,12.21,1015.7,68.518,5.1283,32.798,1100.1,527.81,161.46,14.118,68.937
24942,2019,Germany,0903XTR,9.9578,1020.0,82.256,4.4144,32.782,1099.8,536.35,161.25,13.904,-
24943,2020,Spain,0903XTR,11.02,1005.7,90.157,2.7913,21.501,1060.8,544.84,120.04,11.085,-
24944,2021,Estonia,0903XTR,8.3494,1021.2,90.065,2.2417,19.273,1035.8,535.33,109.68,10.487,93.733
24945,2019,Portugal,0903XTR,28.542,1010.1,66.012,4.1379,25.581,1080.9,549.75,129.47,11.983,-
24946,2020,Italy,0903XTR,17.896,997.3,82.264,3.2914,24.796,1086.5,549.8,133.69,11.842,76.98
24947,2020,Netherlands,0903XTR,12.071,1022.7,97.596,3.1206,24.963,1088.4,550.38,135.05,11.97,-
24948,2021,Netherlands,0903XTR,16.778,1006.3,100.12,2.9608,24.988,1088.3,550.04,134.71,11.954,-
24949,2022,Spain,0903XTR,13.52,1016.1,86.893,2.8482,18.848,1054.7,550.0,110.71,10.494,74.424
24950,2020,Italy,0903XTR,14.889,1000.3,100.12,2.5627,19.83,1055.4,550.01,110.58,10.383,-
24951,2022,Romania,0903XTR,31.128,1007.5,47.158,3.3624,20.691,1062.0,550.05,110.81,10.758,47.25
24952,2019,Romania,0903XTR,14.302,1013.7,94.109,3.2296,23.031,1065.4,549.99,124.34,11.341,54.49
24953,2021,Italy,0903XTR,23.309,1013.9,80.541,3.4054,20.226,1059.0,550.13,110.76,10.49,51.405
24954,2022,Portugal,0903XTR,24.059,1015.6,74.931,3.7592,25.477,1091.6,550.23,134.05,12.289,-
24955,2019,Latvia,0903XTR,12.622,1011.4,90.095,3.5681,25.09,1077.0,550.05,133.51,11.776,-
24956,2018,Italy,0903XTR,24.346,1008.7,65.401,4.7902,30.861,1099.8,541.95,149.99,13.37,-
24957,2019,Latvia,0903XTR,12.847,1018.7,90.872,3.5542,25.293,1078.5,549.96,134.55,11.992,-
24958,2018,Netherlands,0903XTR,19.157,1018.9,71.084,3.2809,23.414,1074.6,550.21,127.48,11.655,-
